id,input_text,label,bucket,group
f13f054ffbb06c7e,"[SUBJECT] Kraftwerk [CANDIDATE] Joy Division [CONTEXT] Curtis was inspired by artists such as the Doors, Iggy Pop, David Bowie, Kraftwerk, the Velvet Underground and Neu!.",0,direction_reversed,pos||99ab304303e84133f74f
78a8de91091bca2d,"[SUBJECT] Joy Division [CANDIDATE] the Doors [CONTEXT] Curtis was inspired by artists such as the Doors, Iggy Pop, David Bowie, Kraftwerk, the Velvet Underground and Neu!.",1,direction_correct,pos||006a1cd2bf39a8378aa3
c3d15766752dd4fa,"[SUBJECT] the Doors [CANDIDATE] Joy Division [CONTEXT] Curtis was inspired by artists such as the Doors, Iggy Pop, David Bowie, Kraftwerk, the Velvet Underground and Neu!.",0,direction_reversed,pos||006a1cd2bf39a8378aa3
34bc7950c205fe6e,"[SUBJECT] Joy Division [CANDIDATE] Iggy Pop [CONTEXT] Curtis was inspired by artists such as the Doors, Iggy Pop, David Bowie, Kraftwerk, the Velvet Underground and Neu!.",1,direction_correct,pos||ab3c4fb8c53dc7b5142c
0f13c1f440a91fd0,"[SUBJECT] Iggy Pop [CANDIDATE] Joy Division [CONTEXT] Curtis was inspired by artists such as the Doors, Iggy Pop, David Bowie, Kraftwerk, the Velvet Underground and Neu!.",0,direction_reversed,pos||ab3c4fb8c53dc7b5142c
cd833d69d5e1ec29,"[SUBJECT] Joy Division [CANDIDATE] Velvet Underground [CONTEXT] Curtis was inspired by artists such as the Doors, Iggy Pop, David Bowie, Kraftwerk, the Velvet Underground and Neu!.",1,direction_correct,pos||a29cd43d5cb28f1fa48b
3ab3c6a2f6308f08,"[SUBJECT] Velvet Underground [CANDIDATE] Joy Division [CONTEXT] Curtis was inspired by artists such as the Doors, Iggy Pop, David Bowie, Kraftwerk, the Velvet Underground and Neu!.",0,direction_reversed,pos||a29cd43d5cb28f1fa48b
b7bcf0d31966055c,"[SUBJECT] Joy Division [CANDIDATE] Neu! [CONTEXT] Curtis was inspired by artists such as the Doors, Iggy Pop, David Bowie, Kraftwerk, the Velvet Underground and Neu!.",1,direction_correct,pos||8cbc6dc61f73e21a08ab
37b0dce6deb0694a,"[SUBJECT] Neu! [CANDIDATE] Joy Division [CONTEXT] Curtis was inspired by artists such as the Doors, Iggy Pop, David Bowie, Kraftwerk, the Velvet Underground and Neu!.",0,direction_reversed,pos||8cbc6dc61f73e21a08ab
0601e79cb8d2a057,[SUBJECT] Led Zeppelin [CANDIDATE] Muddy Waters [CONTEXT] The influence of American blues artists such as Muddy Waters and Skip James was particularly apparent on their first two albums.,1,direction_correct,pos||cc8e4fe1cc0144285881
302180cb42ebfada,[SUBJECT] Muddy Waters [CANDIDATE] Led Zeppelin [CONTEXT] The influence of American blues artists such as Muddy Waters and Skip James was particularly apparent on their first two albums.,0,direction_reversed,pos||cc8e4fe1cc0144285881
151b007a604f967d,[SUBJECT] Led Zeppelin [CANDIDATE] J. R. R. Tolkien [CONTEXT] Plant's songwriting was inspired by J. R. R. Tolkien's high fantasy novel The Lord of the Rings.,1,direction_correct,pos||bdb016ef7c4d1d34edf5
2fe1d92248cc4abd,[SUBJECT] J. R. R. Tolkien [CANDIDATE] Led Zeppelin [CONTEXT] Plant's songwriting was inspired by J. R. R. Tolkien's high fantasy novel The Lord of the Rings.,0,direction_reversed,pos||bdb016ef7c4d1d34edf5
b5515471d463a321,"[SUBJECT] Black Sabbath [CANDIDATE] Django Reinhardt [CONTEXT] Inspired by Django Reinhardt, Iommi created two thimbles to cap off his missing fingertips.",1,direction_correct,pos||cad217444a87d007397d
9303af0b8c041c8e,"[SUBJECT] Django Reinhardt [CANDIDATE] Black Sabbath [CONTEXT] Inspired by Django Reinhardt, Iommi created two thimbles to cap off his missing fingertips.",0,direction_reversed,pos||cad217444a87d007397d
5c1ce9bcf4c89740,"[SUBJECT] Black Sabbath [CANDIDATE] Dennis Wheatley [CONTEXT] The lyrics for ""Black Sabbath"" were inspired by the work of horror writer Dennis Wheatley.",1,direction_correct,pos||25d6f4f660dd4cdea719
7696f6e1c4f0524e,"[SUBJECT] Dennis Wheatley [CANDIDATE] Black Sabbath [CONTEXT] The lyrics for ""Black Sabbath"" were inspired by the work of horror writer Dennis Wheatley.",0,direction_reversed,pos||25d6f4f660dd4cdea719
38b50d3e66a246b3,[SUBJECT] The Weeknd [CANDIDATE] Deftones [CONTEXT] Tesfaye has named Deftones as one of his influences.,1,direction_correct,pos||a69b3b2951c477e620a2
6c9c7072d47f822e,[SUBJECT] Deftones [CANDIDATE] The Weeknd [CONTEXT] Tesfaye has named Deftones as one of his influences.,0,direction_reversed,pos||a69b3b2951c477e620a2
ac34c887df4d5aa7,"[SUBJECT] Phoebe Bridgers [CANDIDATE] Blake Mills [CONTEXT] Other musical influences include Bright Eyes, the Replacements, Blake Mills, Tom Waits, Avril Lavigne, the Beatles, Jackson Browne, Taylor Swift and Nine Inch Nails.",1,direction_correct,pos||210cdf2959b8db871a45
5b2fdf8106965ccd,"[SUBJECT] Blake Mills [CANDIDATE] Phoebe Bridgers [CONTEXT] Other musical influences include Bright Eyes, the Replacements, Blake Mills, Tom Waits, Avril Lavigne, the Beatles, Jackson Browne, Taylor Swift and Nine Inch Nails.",0,direction_reversed,pos||210cdf2959b8db871a45
bac1c33aea797ac2,"[SUBJECT] Phoebe Bridgers [CANDIDATE] Tom Waits [CONTEXT] Other musical influences include Bright Eyes, the Replacements, Blake Mills, Tom Waits, Avril Lavigne, the Beatles, Jackson Browne, Taylor Swift and Nine Inch Nails.",1,direction_correct,pos||5d1570714baa1491d4ec
998a49317b343bbe,"[SUBJECT] Tom Waits [CANDIDATE] Phoebe Bridgers [CONTEXT] Other musical influences include Bright Eyes, the Replacements, Blake Mills, Tom Waits, Avril Lavigne, the Beatles, Jackson Browne, Taylor Swift and Nine Inch Nails.",0,direction_reversed,pos||5d1570714baa1491d4ec
71a68dfcca9dc917,"[SUBJECT] Phoebe Bridgers [CANDIDATE] Avril Lavigne [CONTEXT] Other musical influences include Bright Eyes, the Replacements, Blake Mills, Tom Waits, Avril Lavigne, the Beatles, Jackson Browne, Taylor Swift and Nine Inch Nails.",1,direction_correct,pos||bf8b5a14d7ae9a740518
66f5869d98bb1662,"[SUBJECT] Avril Lavigne [CANDIDATE] Phoebe Bridgers [CONTEXT] Other musical influences include Bright Eyes, the Replacements, Blake Mills, Tom Waits, Avril Lavigne, the Beatles, Jackson Browne, Taylor Swift and Nine Inch Nails.",0,direction_reversed,pos||bf8b5a14d7ae9a740518
98b3b61d5d4ea822,"[SUBJECT] Phoebe Bridgers [CANDIDATE] the Beatles [CONTEXT] Other musical influences include Bright Eyes, the Replacements, Blake Mills, Tom Waits, Avril Lavigne, the Beatles, Jackson Browne, Taylor Swift and Nine Inch Nails.",1,direction_correct,pos||8333e6ad18baf0a7f9c9
92fa42db0838164e,"[SUBJECT] the Beatles [CANDIDATE] Phoebe Bridgers [CONTEXT] Other musical influences include Bright Eyes, the Replacements, Blake Mills, Tom Waits, Avril Lavigne, the Beatles, Jackson Browne, Taylor Swift and Nine Inch Nails.",0,direction_reversed,pos||8333e6ad18baf0a7f9c9
e9e29e4c4d66a784,"[SUBJECT] Phoebe Bridgers [CANDIDATE] Jackson Browne [CONTEXT] Other musical influences include Bright Eyes, the Replacements, Blake Mills, Tom Waits, Avril Lavigne, the Beatles, Jackson Browne, Taylor Swift and Nine Inch Nails.",1,direction_correct,pos||7a99115b8bb848dff4b5
8c38be9194b4e875,"[SUBJECT] Jackson Browne [CANDIDATE] Phoebe Bridgers [CONTEXT] Other musical influences include Bright Eyes, the Replacements, Blake Mills, Tom Waits, Avril Lavigne, the Beatles, Jackson Browne, Taylor Swift and Nine Inch Nails.",0,direction_reversed,pos||7a99115b8bb848dff4b5
4085f9b7341811a4,"[SUBJECT] Phoebe Bridgers [CANDIDATE] Nine Inch Nails [CONTEXT] Other musical influences include Bright Eyes, the Replacements, Blake Mills, Tom Waits, Avril Lavigne, the Beatles, Jackson Browne, Taylor Swift and Nine Inch Nails.",1,direction_correct,pos||59f31510e4c70743b696
ca006fd3ba082f53,"[SUBJECT] Nine Inch Nails [CANDIDATE] Phoebe Bridgers [CONTEXT] Other musical influences include Bright Eyes, the Replacements, Blake Mills, Tom Waits, Avril Lavigne, the Beatles, Jackson Browne, Taylor Swift and Nine Inch Nails.",0,direction_reversed,pos||59f31510e4c70743b696
eae960f868ac567c,[SUBJECT] Grimes [CANDIDATE] Hildegard of Bingen [CONTEXT] The theories of her album Halfaxa were inspired by Hildegard of Bingen.,1,direction_correct,pos||74ac6538392efc317d96
542d91b7b446f703,[SUBJECT] Hildegard of Bingen [CANDIDATE] Grimes [CONTEXT] The theories of her album Halfaxa were inspired by Hildegard of Bingen.,0,direction_reversed,pos||74ac6538392efc317d96
05540ef25cd7cb5c,[SUBJECT] Grimes [CANDIDATE] David Bowie [CONTEXT] Grimes described a song as inspired by David Bowie.,1,direction_correct,pos||a4e2e6c58c16720e56d5
dd34659c494d2576,[SUBJECT] David Bowie [CANDIDATE] Grimes [CONTEXT] Grimes described a song as inspired by David Bowie.,0,direction_reversed,pos||a4e2e6c58c16720e56d5
f1059df1033f8cf6,"[SUBJECT] Childish Gambino [CANDIDATE] Ghostface Killah [CONTEXT] Glover stated ""I'm influenced by LCD Soundsystem as much as Ghostface Killah.""",1,direction_correct,pos||9611bf1032cd6f547646
d59e355529f4058b,"[SUBJECT] Ghostface Killah [CANDIDATE] Childish Gambino [CONTEXT] Glover stated ""I'm influenced by LCD Soundsystem as much as Ghostface Killah.""",0,direction_reversed,pos||9611bf1032cd6f547646
cd5da03e6a8e26ab,[SUBJECT] Travis Scott [CANDIDATE] Mike Dean [CONTEXT] Scott's production style is predominantly influenced by producers Mike Dean and Alex Tumay.,1,direction_correct,pos||f6268c1e19c4998ba330
53e308b22533ac2b,[SUBJECT] Mike Dean [CANDIDATE] Travis Scott [CONTEXT] Scott's production style is predominantly influenced by producers Mike Dean and Alex Tumay.,0,direction_reversed,pos||f6268c1e19c4998ba330
375e3fbd4a65b08f,[SUBJECT] Travis Scott [CANDIDATE] Alex Tumay [CONTEXT] Scott's production style is predominantly influenced by producers Mike Dean and Alex Tumay.,1,direction_correct,pos||2e3bc7aff1affeb872c8
1714e108d3bb37a7,[SUBJECT] Alex Tumay [CANDIDATE] Travis Scott [CONTEXT] Scott's production style is predominantly influenced by producers Mike Dean and Alex Tumay.,0,direction_reversed,pos||2e3bc7aff1affeb872c8
5803cd802efa01ad,"[SUBJECT] Playboi Carti [CANDIDATE] Lil Wayne [CONTEXT] Almost all of Carter's raps are freestyled, which was directly inspired by Lil Wayne.",1,direction_correct,pos||cc0f3945f8c30fd4cfef
76a18a2a97e1dcac,"[SUBJECT] Lil Wayne [CANDIDATE] Playboi Carti [CONTEXT] Almost all of Carter's raps are freestyled, which was directly inspired by Lil Wayne.",0,direction_reversed,pos||cc0f3945f8c30fd4cfef
cec65b3d11b40f73,"[SUBJECT] John Coltrane [CANDIDATE] Lester Young [CONTEXT] While in high school, Coltrane played clarinet and alto horn in a community band before switching to the saxophone, after being influenced by the likes of Lester Young and Johnny Hodges.",1,direction_correct,pos||8087e189a93e0233a2e9
d9407283c4e3ed24,"[SUBJECT] Lester Young [CANDIDATE] John Coltrane [CONTEXT] While in high school, Coltrane played clarinet and alto horn in a community band before switching to the saxophone, after being influenced by the likes of Lester Young and Johnny Hodges.",0,direction_reversed,pos||8087e189a93e0233a2e9
cae5d78b400d0596,[SUBJECT] Herbie Hancock [CANDIDATE] The Hi-Lo's [CONTEXT] Hancock was also influenced by records of the vocal group the Hi-Lo's.,1,direction_correct,pos||65383f1b249c02471246
464719103d9e15c2,[SUBJECT] The Hi-Lo's [CANDIDATE] Herbie Hancock [CONTEXT] Hancock was also influenced by records of the vocal group the Hi-Lo's.,0,direction_reversed,pos||65383f1b249c02471246
1937b41bdc891ab4,"[SUBJECT] Aphex Twin [CANDIDATE] Luke Vibert [CONTEXT] When James began programming faster, jungle-inspired breakbeats in the mid-1990s, he named friends and fellow musicians Luke Vibert and Tom Jenkinson as influences.",1,direction_correct,pos||ed435cbafceb6ef1420b
9a47cbe20edf69a1,"[SUBJECT] Luke Vibert [CANDIDATE] Aphex Twin [CONTEXT] When James began programming faster, jungle-inspired breakbeats in the mid-1990s, he named friends and fellow musicians Luke Vibert and Tom Jenkinson as influences.",0,direction_reversed,pos||ed435cbafceb6ef1420b
a7e6979e7d61d953,"[SUBJECT] Aphex Twin [CANDIDATE] Tom Jenkinson [CONTEXT] When James began programming faster, jungle-inspired breakbeats in the mid-1990s, he named friends and fellow musicians Luke Vibert and Tom Jenkinson as influences.",1,direction_correct,pos||243dc918e14095bdb7fa
98faf4494a9330c4,"[SUBJECT] Tom Jenkinson [CANDIDATE] Aphex Twin [CONTEXT] When James began programming faster, jungle-inspired breakbeats in the mid-1990s, he named friends and fellow musicians Luke Vibert and Tom Jenkinson as influences.",0,direction_reversed,pos||243dc918e14095bdb7fa
50ca03818201cadf,"[SUBJECT] The Roots [CANDIDATE] RZA [CONTEXT] The band's sound would take a darker turn during this period, heavily influenced by the Wu-Tang Clan and the RZA's grimy and haunting production style, replete with samples from old jazz and classical music.",1,direction_correct,pos||7c424eef77245a590db1
69e6ea7644a75a78,"[SUBJECT] RZA [CANDIDATE] The Roots [CONTEXT] The band's sound would take a darker turn during this period, heavily influenced by the Wu-Tang Clan and the RZA's grimy and haunting production style, replete with samples from old jazz and classical music.",0,direction_reversed,pos||7c424eef77245a590db1
700afbe24babdb46,"[SUBJECT] Pink Floyd [CANDIDATE] Radiohead [CONTEXT] Artists influenced by Pink Floyd include Radiohead, Queen, and Nine Inch Nails.",0,direction_reversed,rev||af9fd5822f6c5d29a4f1
14969c4458e5b394,"[SUBJECT] Radiohead [CANDIDATE] Pink Floyd [CONTEXT] Artists influenced by Pink Floyd include Radiohead, Queen, and Nine Inch Nails.",1,direction_correct,rev||af9fd5822f6c5d29a4f1
4368d82719a1c229,[SUBJECT] Led Zeppelin [CANDIDATE] Madonna [CONTEXT] Madonna has named Led Zeppelin as one of her influences.,0,direction_reversed,rev||80591a56c53a5b32e3f8
14d29e1e610df967,[SUBJECT] Madonna [CANDIDATE] Led Zeppelin [CONTEXT] Madonna has named Led Zeppelin as one of her influences.,1,direction_correct,rev||80591a56c53a5b32e3f8
ce8d20c9d2010ed3,[SUBJECT] Kraftwerk [CANDIDATE] Depeche Mode [CONTEXT] Depeche Mode were influenced by the pioneering electronic work of Kraftwerk.,0,direction_reversed,rev||e576a673fa3ce5b09b74
36f1dd8397e352a6,[SUBJECT] Depeche Mode [CANDIDATE] Kraftwerk [CONTEXT] Depeche Mode were influenced by the pioneering electronic work of Kraftwerk.,1,direction_correct,rev||e576a673fa3ce5b09b74
49e0ead2e4099068,[SUBJECT] Brian Eno [CANDIDATE] U2 [CONTEXT] U2's later work was heavily influenced by Brian Eno.,0,direction_reversed,rev||b91fb279fc33f3af4e9e
f1201d0434dc32f3,[SUBJECT] U2 [CANDIDATE] Brian Eno [CONTEXT] U2's later work was heavily influenced by Brian Eno.,1,direction_correct,rev||b91fb279fc33f3af4e9e
8b8fe3f8f13e6610,[SUBJECT] Aphex Twin [CANDIDATE] Radiohead [CONTEXT] Radiohead drew inspiration from the electronic innovations of Aphex Twin.,0,direction_reversed,rev||317bb8fe91a2afaa4916
8e47bf88247bda23,[SUBJECT] Radiohead [CANDIDATE] Aphex Twin [CONTEXT] Radiohead drew inspiration from the electronic innovations of Aphex Twin.,1,direction_correct,rev||317bb8fe91a2afaa4916
ab42aa3ac18f249a,[SUBJECT] Miles Davis [CANDIDATE] Herbie Hancock [CONTEXT] Herbie Hancock was profoundly influenced by Miles Davis.,0,direction_reversed,rev||5b69565dc30ed9fb9f91
14b2a87e6c48d495,[SUBJECT] Herbie Hancock [CANDIDATE] Miles Davis [CONTEXT] Herbie Hancock was profoundly influenced by Miles Davis.,1,direction_correct,rev||5b69565dc30ed9fb9f91
ffae805d7c576368,[SUBJECT] Kanye West [CANDIDATE] Kid Cudi [CONTEXT] Kid Cudi collaborated with and was influenced by Kanye West.,0,direction_reversed,rev||f52da8e7f8f688434c3f
a392d03af23059ec,[SUBJECT] Kid Cudi [CANDIDATE] Kanye West [CONTEXT] Kid Cudi collaborated with and was influenced by Kanye West.,1,direction_correct,rev||f52da8e7f8f688434c3f
962bac96ad655bf1,[SUBJECT] Björk [CANDIDATE] FKA twigs [CONTEXT] FKA twigs has been influenced by the experimental work of Björk.,0,direction_reversed,rev||5755c8d24d17698258e2
5dd90c04a1e3d8dd,[SUBJECT] FKA twigs [CANDIDATE] Björk [CONTEXT] FKA twigs has been influenced by the experimental work of Björk.,1,direction_correct,rev||5755c8d24d17698258e2
